Transacciones_ATM,ticket_promedio_diarioATM,Monto_Neto_ATM
362877,120.687174993,43794600
268966,99.881735981,26864791
204909,89.649234538,18369935
190120,85.989911635,16348402
191370,84.305084391,16133464
334380,99.200158502,33170549
229418,82.650781543,18961577
183399,80.276653635,14722658
199892,80.161977468,16023738
240107,100.450678239,24118911
369563,114.419890519,42285358
335291,107.814364239,36149186
139453,81.466056664,11360686
223707,85.139892806,19046390
225433,85.851791885,19353827
397305,101.466364632,40313094
260068,85.397042312,22209038
207781,81.121392235,16855484
195807,79.451459856,15557152
264571,104.345895809,27606898
427209,122.897661332,52502987
317910,105.050344437,33396555
227785,90.62807472,20643716
204844,84.478398196,17304893
210634,84.237625455,17743308
326978,99.046419025,32386000
215602,85.11505923,18350977
133980,116.4185774,15597761
248779,135.934202646,33817575
217949,109.133177945,23785467
220400,93.831519964,20680467
235263,106.389474758,25029507
316527,117.034875382,37044698
260215,99.228987568,25820871
149093,79.515899472,11855264
299237,108.055858734,32334311
240552,89.188607869,21454498
215459,78.732761221,16963682
200171,81.7021047,16354392
298662,96.508605045,28823453
240365,86.274241258,20737308
128664,66.304280918,8530974
195842,76.967902697,15073548
184527,75.004487148,13840353
188701,72.449049025,13671208
204776,81.366434543,16661893
275967,106.21570695,29312030
235601,90.356021409,21287969
148204,83.514183153,12377136
272765,105.6428904,28815683
319338,108.868988345,34766005
298245,94.897714966,28302769
281077,91.514158042,25722525
169595,73.320604971,12434808
123988,71.217392006,8830102
294655,92.3648606,27215768
163372,68.644975883,11214667
220956,80.472822643,17780953
198036,74.774551092,14808053
213482,83.063204392,17732499
225723,81.903722704,18487554
153511,82.050634808,12595675
342988,96.172685342,32986077
297711,96.664181035,28777990
325237,109.570980546,35636537
364839,121.339755344,44269475
312617,101.751718557,31809317
265771,91.184173593,24234109
160179,71.202423539,11405133
224931,80.433652987,18092022
298069,94.108602371,28050857
231694,78.042245375,18081920
206898,76.414518265,15810011
238991,80.693268784,19284965
236501,79.163031023,18722136
144541,62.61778319,9050837
197386,72.625981579,14335352
245018,100.369287154,24592282
250778,89.325925719,22400977
293542,106.618279497,31296943
384971,111.216140956,42814989
225162,91.08545847,20508984
149198,73.409140873,10952497
238360,86.097419869,20522181
211127,82.936379525,17510109
298255,93.575457243,27909348
229297,78.12958303,17914879
226589,79.107992886,17925001
222749,78.225944898,17424751
141637,61.781568375,8750556
196398,72.592847178,14257090
182544,69.948324787,12768647
246897,96.56753221,23842234
240497,92.332469844,22205682
362246,115.398113437,41802505
328554,102.502030108,33677452
155484,71.10055697,11054999
238306,81.828141129,19500137
213756,79.020668426,16891142
248915,81.364911717,20252947
266126,87.194498095,23204723
236678,80.261300163,18996084
222094,77.424063685,17195420
112450,58.263308137,6551709
188494,70.187761945,13229972
203544,74.774549974,15219911
237123,91.440294699,21682597
232874,94.839793193,22085722
346547,114.235454354,39587954
319364,104.028750892,33223038
167624,75.787130721,12703742
278924,89.68474208,25015227
235014,84.062417558,19755845
225207,78.040877948,17575352
210141,77.937603799,16377886
323016,91.157097481,29445201
251811,85.175341824,21448088
140979,98.896892445,13942385
264283,131.385283957,34722897
210502,105.51982879,22212135
196635,89.522877412,17603331
220742,82.608022035,18235060
274582,107.743690409,29584478
237972,90.27693174,21483382
135461,77.697388916,10524966
260938,102.006296515,26617319
339655,112.959438254,38367238
278155,85.904024734,23894634
233941,81.327428711,19025820
322575,92.115470821,29714148
271228,82.591948471,22401249
125622,59.90262056,7525087
187962,73.615145615,13836850
196067,71.04219476,13929030
191202,67.202890137,12849327
188012,71.631810735,13467640
288771,101.610902757,29342282
241215,85.559849097,20638319
132310,68.608170206,9077547
236780,87.736586705,20774269
282518,104.856412689,29623824
339482,105.342748658,35761967
274349,90.664230597,24873641
269680,87.372804806,23562698
252223,81.858902638,20646698
129087,67.811421754,8753573
294631,90.552429989,26679553
219160,75.489017156,16544173
209553,68.534790721,14361671
192225,70.012948368,13458239
226660,78.890554134,17881333
227011,75.836263441,17215666
121741,73.855948284,8991297
234625,92.837383058,21781971
231253,87.584619443,20254206
295534,100.983565343,29844077
340092,105.320480929,35818653
298367,88.639088773,26446979
259440,80.260329941,20822740
118995,59.97551998,7136787
221330,73.208837482,16203312
298343,89.096972277,26581458
219091,71.190445979,15597186
197041,71.454316614,14079430
233357,79.412638147,18531495
223981,75.534339966,16918257
199103,69.747442279,13886925
256997,98.840531212,25401720
257267,86.020402928,22130211
288832,102.801320491,29692311
374763,105.643014385,39591093
300524,90.396081511,27166192
130689,69.128120959,9034285
253981,81.270547797,20641175
206147,76.201967528,15708807
218661,73.870104866,16152511
326069,90.563291819,29529882
325929,91.307088354,29759628
269319,78.733772961,21204501
141928,64.093441745,9096654
330625,82.297439698,27209591
299510,84.405485627,25280287
263750,75.955222749,20033190
293615,101.924775642,29926643
401367,122.79757429,49286894
